label,Facelandmark_pts,eye_side,eyelid
078_2_1.pts,68,left,118.44820617339226
078_2_1.pts,68,right,113.71647644483089
078_2_2.pts,68,left,117.99000471379392
078_2_2.pts,68,right,113.02769059603145
078_3_1.pts,68,left,109.05951497742466
078_3_1.pts,68,right,98.58111368929767
078_3_2.pts,68,left,109.50368267830588
078_3_2.pts,68,right,102.56289365893711
078_4_1.pts,68,left,110.81837079077735
078_4_1.pts,68,right,103.91449656181011
078_4_2.pts,68,left,109.82834456348488
078_4_2.pts,68,right,107.47799022293408
079_1_1.pts,68,left,100.27413737253275
079_1_1.pts,68,right,103.56319374957069
079_1_2.pts,68,left,102.41210560294023
079_1_2.pts,68,right,98.20726936561265
079_2_1.pts,68,left,101.10192752228917
079_2_1.pts,68,right,102.46698651123907
079_2_2.pts,68,left,102.29340495861777
079_2_2.pts,68,right,104.03143633924105
079_3_1.pts,68,left,99.65503680251751
079_3_1.pts,68,right,93.39891425790533
079_3_2.pts,68,left,101.89182825768934
079_3_2.pts,68,right,98.89320253041771
079_4_1.pts,68,left,103.81434908059568
079_4_1.pts,68,right,94.75949945417375
079_4_2.pts,68,left,105.55283550444193
079_4_2.pts,68,right,102.78627763200912
080_1_1.pts,68,left,104.0293018215167
080_1_1.pts,68,right,86.62660854126239
080_1_2.pts,68,left,103.65425929850745
080_1_2.pts,68,right,88.49672076410513
080_2_1.pts,68,left,101.25682077780132
080_2_1.pts,68,right,88.14578133615422
080_2_2.pts,68,left,101.50850704976514
080_2_2.pts,68,right,88.71667246070491
080_3_1.pts,68,left,101.87752310836011
080_3_1.pts,68,right,82.58870701420247
080_3_2.pts,68,left,101.63505819078594
080_3_2.pts,68,right,89.41092932478797
080_4_1.pts,68,left,101.5670234329419
080_4_1.pts,68,right,89.40061254528527
080_4_2.pts,68,left,101.58780237038525
080_4_2.pts,68,right,90.08049951031457
081_1_1.pts,68,left,90.95154300352596
081_1_1.pts,68,right,85.35840947310216
081_1_2.pts,68,left,92.44349524138757
081_1_2.pts,68,right,84.35477016166766
081_2_1.pts,68,left,93.48583166448273
081_2_1.pts,68,right,90.39305499886467
081_2_2.pts,68,left,92.34745851643375
081_2_2.pts,68,right,87.09793167543577
081_3_1.pts,68,left,93.98852686262063
081_3_1.pts,68,right,89.77008351740696
081_3_2.pts,68,left,92.9981468640041
081_3_2.pts,68,right,88.96282562599454
081_4_1.pts,68,left,91.83223918525438
081_4_1.pts,68,right,85.52733302024308
081_4_2.pts,68,left,93.96025550140278
081_4_2.pts,68,right,86.38184608742876
082_1_1.pts,68,left,102.64400035194457
082_1_1.pts,68,right,102.47245314744625
082_1_2.pts,68,left,102.4814163546521
082_1_2.pts,68,right,92.55024555598015
082_2_1.pts,68,left,105.50243289585524
082_2_1.pts,68,right,101.09156898093818
082_2_2.pts,68,left,109.07193111645272
082_2_2.pts,68,right,95.82805809205588
082_3_1.pts,68,left,103.52275399975825
082_3_1.pts,68,right,91.99846234977097
082_3_2.pts,68,left,105.33146996730001
082_3_2.pts,68,right,99.06158945070484
082_4_1.pts,68,left,102.45786528631068
082_4_1.pts,68,right,93.28002223710905
082_4_2.pts,68,left,103.67259421236751
082_4_2.pts,68,right,97.62331124389405
083_1_1.pts,68,left,103.81624105494174
083_1_1.pts,68,right,101.33450785640599
083_1_2.pts,68,left,106.01802676484374
083_1_2.pts,68,right,100.14883024778672
083_2_1.pts,68,left,99.10941833538205
083_2_1.pts,68,right,93.43995761182681
083_2_2.pts,68,left,100.29737394050306
083_2_2.pts,68,right,94.49499587294436
083_3_1.pts,68,left,102.80992552656471
083_3_1.pts,68,right,91.57486748435822
083_3_2.pts,68,left,101.27881905975651
083_3_2.pts,68,right,94.88894682615977
083_4_1.pts,68,left,102.12453731446934
083_4_1.pts,68,right,93.57007156923748
083_4_2.pts,68,left,101.23492386413781
083_4_2.pts,68,right,94.25108655503955
085_1_1.pts,68,left,91.99333702396906
085_1_1.pts,68,right,84.96865160915391
085_1_2.pts,68,left,93.26727823870254
085_1_2.pts,68,right,84.1851506518684
085_2_1.pts,68,left,100.04436113780841
085_2_1.pts,68,right,93.1568922453168
085_2_2.pts,68,left,98.87446672366377
085_2_2.pts,68,right,91.86448935040733
085_3_1.pts,68,left,95.97428647357121
085_3_1.pts,68,right,89.38668241659069
085_3_2.pts,68,left,95.39584842381772
085_3_2.pts,68,right,89.05587737498166
085_4_1.pts,68,left,95.01064080070775
085_4_1.pts,68,right,81.71676933928555
085_4_2.pts,68,left,95.23067740112842
085_4_2.pts,68,right,89.31685069101529
086_1_1.pts,68,left,108.27116147407139
086_1_1.pts,68,right,99.50843616553882
086_1_2.pts,68,left,106.74976709329263
086_1_2.pts,68,right,92.86799325117342
086_2_1.pts,68,left,106.89390938916964
086_2_1.pts,68,right,94.859956456581
086_2_2.pts,68,left,109.42460886255074
086_2_2.pts,68,right,98.28917186038345
086_3_1.pts,68,left,103.12344418287677
086_3_1.pts,68,right,91.19281841927031
086_3_2.pts,68,left,104.88011823360246
086_3_2.pts,68,right,95.8815841317357
086_4_1.pts,68,left,107.23592702800477
086_4_1.pts,68,right,94.2188189660702
086_4_2.pts,68,left,105.12777823650819
086_4_2.pts,68,right,95.51628171169446
087_1_1.pts,68,left,98.79858789040912
087_1_1.pts,68,right,97.02950582168296
087_1_2.pts,68,left,101.00968037327468
087_1_2.pts,68,right,94.30062494019381
087_2_1.pts,68,left,99.57285976456865
087_2_1.pts,68,right,94.56649519811738
087_2_2.pts,68,left,100.169743386608
087_2_2.pts,68,right,91.21135029759795
087_3_1.pts,68,left,98.78557582700124
087_3_1.pts,68,right,89.45791735813856
087_3_2.pts,68,left,99.87858401356887
087_3_2.pts,68,right,93.88709458499126
087_4_1.pts,68,left,95.49956916540397
087_4_1.pts,68,right,76.79674013933
087_4_2.pts,68,left,95.09085061782874
087_4_2.pts,68,right,86.79899823170653
088_1_1.pts,68,left,111.24284825601647
088_1_1.pts,68,right,100.98079511705293
088_1_2.pts,68,left,111.30214396582345
088_1_2.pts,68,right,99.5115937858778
088_2_1.pts,68,left,110.51974148942304
088_2_1.pts,68,right,101.14569675253392
088_2_2.pts,68,left,110.20612439084312
088_2_2.pts,68,right,100.22712549574042
088_3_1.pts,68,left,111.73369385109896
088_3_1.pts,68,right,94.39298018538126
088_3_2.pts,68,left,110.69621409414954
088_3_2.pts,68,right,100.59446174975149
088_4_1.pts,68,left,111.38733962182498
088_4_1.pts,68,right,87.5841455176424
088_4_2.pts,68,left,111.61057100696156
088_4_2.pts,68,right,100.78370671131425
089_1_1.pts,68,left,106.65641038412916
089_1_1.pts,68,right,97.9485800004835
089_1_2.pts,68,left,102.46807603739596
089_1_2.pts,68,right,93.4495154944042
089_2_1.pts,68,left,101.02538403471232
089_2_1.pts,68,right,92.76421768237057
089_2_2.pts,68,left,103.16828674616481
089_2_2.pts,68,right,93.32704175758616
089_3_1.pts,68,left,103.82319210749053
089_3_1.pts,68,right,92.36986405208138
089_3_2.pts,68,left,103.43097010795277
089_3_2.pts,68,right,93.91104160927453
089_4_1.pts,68,left,101.78025152258175
089_4_1.pts,68,right,92.60647660606085
089_4_2.pts,68,left,102.87045941012417
089_4_2.pts,68,right,92.5377852989133
090_1_1.pts,68,left,99.89095756220594
090_1_1.pts,68,right,89.92423005724817
090_1_2.pts,68,left,100.15439929942056
090_1_2.pts,68,right,90.7118434387459
090_2_1.pts,68,left,98.24954403173807
090_2_1.pts,68,right,90.16795698784081
090_2_2.pts,68,left,98.79619152719283
090_2_2.pts,68,right,89.45611053363298
090_3_1.pts,68,left,97.49228587959041
090_3_1.pts,68,right,80.0406727554116
090_3_2.pts,68,left,99.08558397906442
090_3_2.pts,68,right,89.08407422033665
090_4_1.pts,68,left,100.09366453616222
090_4_1.pts,68,right,84.47179882741277
090_4_2.pts,68,left,99.20834567282581
090_4_2.pts,68,right,91.42811584639722
091_1_1.pts,68,left,99.7548360622459
091_1_1.pts,68,right,86.87923385638385
091_1_2.pts,68,left,103.39587647819636
091_1_2.pts,68,right,89.56085138825391
091_2_1.pts,68,left,94.78901877913451
091_2_1.pts,68,right,84.55724949931194
091_2_2.pts,68,left,97.67353253071059
091_2_2.pts,68,right,84.19372335555792
091_3_1.pts,68,left,94.79322627581455
091_3_1.pts,68,right,78.51698919218417
091_3_2.pts,68,left,95.29716640199752
091_3_2.pts,68,right,80.99804475092112
091_4_1.pts,68,left,94.79693807057038
091_4_1.pts,68,right,83.23708072210894
091_4_2.pts,68,left,96.39949336024077
091_4_2.pts,68,right,84.17717565498386
092_1_1.pts,68,left,101.83725933130326
092_1_1.pts,68,right,96.82512372442385
092_1_2.pts,68,left,102.19742186925367
092_1_2.pts,68,right,96.40171347557971
092_2_1.pts,68,left,97.70833354228847
092_2_1.pts,68,right,89.00066273317543
092_2_2.pts,68,left,96.94967020587424
092_2_2.pts,68,right,89.60217587697795
092_3_1.pts,68,left,97.48727949441519
092_3_1.pts,68,right,88.03839689164043
092_3_2.pts,68,left,96.29185824876367
092_3_2.pts,68,right,85.36161990971769
092_4_1.pts,68,left,98.97471552231013
092_4_1.pts,68,right,86.05544137437728
092_4_2.pts,68,left,98.46427269629886
092_4_2.pts,68,right,87.37626127431741
093_1_1.pts,68,left,105.5546616437295
093_1_1.pts,68,right,93.10475646535046
093_1_2.pts,68,left,102.63430662767901
093_1_2.pts,68,right,94.87362867007764
093_2_1.pts,68,left,102.69942326057904
093_2_1.pts,68,right,92.06959109176903
093_2_2.pts,68,left,102.68103712982042
093_2_2.pts,68,right,94.05534713873996
093_3_1.pts,68,left,102.1384325804934
093_3_1.pts,68,right,89.30436681947745
093_3_2.pts,68,left,103.23347861428267
093_3_2.pts,68,right,93.86178605327682
093_4_1.pts,68,left,100.90354404317135
093_4_1.pts,68,right,89.71205213920689
093_4_2.pts,68,left,100.62304801819624
093_4_2.pts,68,right,88.15433544279664
095_1_1.pts,68,left,96.64340925464657
095_1_1.pts,68,right,89.508255335751
095_1_2.pts,68,left,95.41253289589952
095_1_2.pts,68,right,92.52480087132197
095_2_1.pts,68,left,97.89234508447987
095_2_1.pts,68,right,93.91154260333967
095_2_2.pts,68,left,97.67245855593636
095_2_2.pts,68,right,93.35786200615944
095_3_1.pts,68,left,94.00156648133286
095_3_1.pts,68,right,89.21661478172726
095_3_2.pts,68,left,94.37436901761103
095_3_2.pts,68,right,87.43872237808091
095_4_1.pts,68,left,94.81807509837515
095_4_1.pts,68,right,89.81869480437304
095_4_2.pts,68,left,94.16203453695594
095_4_2.pts,68,right,88.97155561064325
096_1_1.pts,68,left,102.61273993705113
096_1_1.pts,68,right,93.9560897891788
096_1_2.pts,68,left,106.74004879782053
096_1_2.pts,68,right,91.92367253219142
096_2_1.pts,68,left,103.50059758549976
096_2_1.pts,68,right,90.95595433703672
096_2_2.pts,68,left,101.91153968952135
096_2_2.pts,68,right,92.51428893029323
096_3_1.pts,68,left,100.51602112446773
096_3_1.pts,68,right,88.66120519536406
096_3_2.pts,68,left,100.11697698747759
096_3_2.pts,68,right,89.10376315176349
096_4_1.pts,68,left,101.27137510518183
096_4_1.pts,68,right,90.70447877049826
096_4_2.pts,68,left,101.02333903622365
096_4_2.pts,68,right,90.32398175902988
098_1_1.pts,68,left,96.04267028673009
098_1_1.pts,68,right,73.71345804400683
098_1_2.pts,68,left,97.96431014816346
098_1_2.pts,68,right,73.72140356794472
098_2_1.pts,68,left,93.68268228558696
098_2_1.pts,68,right,70.12221040698236
098_2_2.pts,68,left,93.51251111497216
098_2_2.pts,68,right,75.20446731005343
098_3_1.pts,68,left,91.75154522616437
098_3_1.pts,68,right,65.33758678033476
098_3_2.pts,68,left,92.26714657058477
098_3_2.pts,68,right,74.86853670453145
098_4_1.pts,68,left,92.52402818877796
098_4_1.pts,68,right,75.29008443827264
098_4_2.pts,68,left,92.93460216568663
098_4_2.pts,68,right,78.09305109166603
099_1_1.pts,68,left,107.82599483864936
099_1_1.pts,68,right,96.51451168793797
099_1_2.pts,68,left,105.77943296798192
099_1_2.pts,68,right,94.31752532698026
099_2_1.pts,68,left,106.08274892742926
099_2_1.pts,68,right,92.1114289992169
099_2_2.pts,68,left,105.08051185810393
099_2_2.pts,68,right,91.21374809951135
099_3_1.pts,68,left,106.82516095536148
099_3_1.pts,68,right,92.81132892130616
099_3_2.pts,68,left,104.51219593172952
099_3_2.pts,68,right,91.7918689248793
099_4_1.pts,68,left,106.85357331517847
099_4_1.pts,68,right,92.31723327216746
099_4_2.pts,68,left,104.93765137200387
099_4_2.pts,68,right,93.08003889425248
101_1_1.pts,68,left,111.4036152859402
101_1_1.pts,68,right,96.32146923900773
101_1_2.pts,68,left,109.87538378203739
101_1_2.pts,68,right,94.9826268238624
101_2_1.pts,68,left,104.35061368104701
101_2_1.pts,68,right,92.16910204286944
101_2_2.pts,68,left,103.12486526590521
101_2_2.pts,68,right,93.06046841301627
101_3_1.pts,68,left,106.31416880655077
101_3_1.pts,68,right,87.21519406442
101_3_2.pts,68,left,103.59364620826041
101_3_2.pts,68,right,95.26955186498752
101_4_1.pts,68,left,103.00667669204209
101_4_1.pts,68,right,84.89505323322574
101_4_2.pts,68,left,101.80518205567384
101_4_2.pts,68,right,90.83940814732092
102_1_1.pts,68,left,102.28982998663376
102_1_1.pts,68,right,96.31164541404695
102_1_2.pts,68,left,102.03281284319493
102_1_2.pts,68,right,97.32018856360462
102_2_1.pts,68,left,103.06793242107629
102_2_1.pts,68,right,96.90290640134475
102_2_2.pts,68,left,102.11776424319018
102_2_2.pts,68,right,93.45085525810997
102_3_1.pts,68,left,100.10844699624508
102_3_1.pts,68,right,85.09523515597105
102_3_2.pts,68,left,99.24429255139948
102_3_2.pts,68,right,89.26609546322727
102_4_1.pts,68,left,99.8361293846071
102_4_1.pts,68,right,91.23827572564534
102_4_2.pts,68,left,100.01255072975698
102_4_2.pts,68,right,96.93688450624859
103_1_1.pts,68,left,100.17425631937024
103_1_1.pts,68,right,87.43766410960693
103_1_2.pts,68,left,101.886373572748
103_1_2.pts,68,right,91.34947863531809
103_2_1.pts,68,left,100.44165975013115
103_2_1.pts,68,right,91.11159279848955
103_2_2.pts,68,left,101.53616901407862
103_2_2.pts,68,right,91.28765218831931
103_3_1.pts,68,left,89.28560804783835
103_3_1.pts,68,right,79.93383584287416
103_3_2.pts,68,left,100.408281772333
103_3_2.pts,68,right,90.52622257329028
103_4_1.pts,68,left,99.52582272902285
103_4_1.pts,68,right,84.87179186540394
103_4_2.pts,68,left,100.94348815398867
103_4_2.pts,68,right,83.03658645106056
104_1_1.pts,68,left,106.6582542704866
104_1_1.pts,68,right,96.17253854069314
104_1_2.pts,68,left,107.27100814771792
104_1_2.pts,68,right,97.75403855951144
104_2_1.pts,68,left,98.97240327934293
104_2_1.pts,68,right,91.78754984201295
104_2_2.pts,68,left,98.63251187798637
104_2_2.pts,68,right,91.71966695710476
104_3_1.pts,68,left,98.04526939137747
104_3_1.pts,68,right,90.79495319506721
104_3_2.pts,68,left,97.7558638252572
104_3_2.pts,68,right,90.03005179028337
104_4_1.pts,68,left,98.74218677065039
104_4_1.pts,68,right,91.35692832769841
104_4_2.pts,68,left,98.22737236028235
104_4_2.pts,68,right,92.96211192873146
105_1_1.pts,68,left,97.52543938008057
105_1_1.pts,68,right,99.6929823526266
105_1_2.pts,68,left,97.57646833196465
105_1_2.pts,68,right,99.25996610822294
105_2_1.pts,68,left,99.03172990245204
105_2_1.pts,68,right,96.80548480443764
105_2_2.pts,68,left,100.03805325821992
105_2_2.pts,68,right,98.17811567474922
105_3_1.pts,68,left,96.27891337872947
105_3_1.pts,68,right,93.44032165044648
105_3_2.pts,68,left,97.06577056048131
105_3_2.pts,68,right,95.80254103913713
105_4_1.pts,68,left,97.32512873239762
105_4_1.pts,68,right,93.78461183448188
105_4_2.pts,68,left,97.27004208016866
105_4_2.pts,68,right,98.46082203738594
107_1_1.pts,68,left,111.22894537594273
107_1_1.pts,68,right,92.21300688502548
107_1_2.pts,68,left,110.08425895674438
107_1_2.pts,68,right,92.71984654997011
107_2_1.pts,68,left,106.9336720190241
107_2_1.pts,68,right,93.04964141387104
107_2_2.pts,68,left,107.43236161637809
107_2_2.pts,68,right,94.45676855416161
107_3_1.pts,68,left,104.96276046426075
107_3_1.pts,68,right,85.16056324004151
107_3_2.pts,68,left,104.33713318799246
107_3_2.pts,68,right,91.89950537075208
107_4_1.pts,68,left,105.71449298372264
107_4_1.pts,68,right,83.7977255359595
107_4_2.pts,68,left,104.86037806226486
107_4_2.pts,68,right,89.54590578425247
108_1_1.pts,68,left,102.83304479619163
108_1_1.pts,68,right,101.05481376076166
108_1_2.pts,68,left,101.47887157830219
108_1_2.pts,68,right,99.8826433070331
108_2_1.pts,68,left,102.90898683491586
108_2_1.pts,68,right,101.82620888457723
108_2_2.pts,68,left,105.03243961801101
108_2_2.pts,68,right,101.39089104522387
108_3_1.pts,68,left,103.15492637304226
108_3_1.pts,68,right,97.70531500455282
108_3_2.pts,68,left,104.01222271017532
108_3_2.pts,68,right,99.05424419716813
108_4_1.pts,68,left,99.57845586284101
108_4_1.pts,68,right,95.05528496807064
108_4_2.pts,68,left,100.49795478253384
108_4_2.pts,68,right,95.26870230578233
109_1_1.pts,68,left,108.37968484965766
109_1_1.pts,68,right,101.31718278107837
109_1_2.pts,68,left,108.54867245733591
109_1_2.pts,68,right,99.75369040820276
109_2_1.pts,68,left,101.60865701662544
109_2_1.pts,68,right,95.4131730866982
109_2_2.pts,68,left,102.40319815535273
109_2_2.pts,68,right,95.1391880848499
109_3_1.pts,68,left,102.52033938091402
109_3_1.pts,68,right,94.1526774961522
109_3_2.pts,68,left,101.47737953329516
109_3_2.pts,68,right,94.27354159056391
109_4_1.pts,68,left,100.20454007027045
109_4_1.pts,68,right,92.36395047281404
109_4_2.pts,68,left,101.92592395814825
109_4_2.pts,68,right,93.0022125629875
110_1_1.pts,68,left,113.56494749946198
110_1_1.pts,68,right,91.30740573362903
110_1_2.pts,68,left,110.09652930269874
110_1_2.pts,68,right,91.22541706688864
110_2_1.pts,68,left,104.1438932367136
110_2_1.pts,68,right,86.1842538810181
110_2_2.pts,68,left,100.10179775330933
110_2_2.pts,68,right,87.28954696567179
110_3_1.pts,68,left,101.60556467550272
110_3_1.pts,68,right,80.92155932513354
110_3_2.pts,68,left,100.81372381911993
110_3_2.pts,68,right,85.73356229006491
110_4_1.pts,68,left,101.07799135458603
110_4_1.pts,68,right,87.5648682679177
110_4_2.pts,68,left,99.4330897862701
110_4_2.pts,68,right,85.1926864161798
111_1_1.pts,68,left,111.85485308859971
111_1_1.pts,68,right,94.8275698064065
111_1_2.pts,68,left,109.0963534658952
111_1_2.pts,68,right,96.45392503922389
111_2_1.pts,68,left,107.17567577645073
111_2_1.pts,68,right,96.73829442510231
111_2_2.pts,68,left,106.46857042873678
111_2_2.pts,68,right,94.35116783738172
111_3_1.pts,68,left,105.69490828322806
111_3_1.pts,68,right,86.0702026745868
111_3_2.pts,68,left,104.65595354568013
111_3_2.pts,68,right,92.61077347230662
111_4_1.pts,68,left,106.75719821645646
111_4_1.pts,68,right,93.46666322292556
111_4_2.pts,68,left,105.4067231738564
111_4_2.pts,68,right,95.01386927019885
112_1_1.pts,68,left,92.21457029064818
112_1_1.pts,68,right,92.07067043249383
112_1_2.pts,68,left,93.35054539342552
112_1_2.pts,68,right,91.70981222387755
112_2_1.pts,68,left,96.78103285710942
112_2_1.pts,68,right,93.36292906745994
112_2_2.pts,68,left,96.1892092922994
112_2_2.pts,68,right,92.66260275696146
112_3_1.pts,68,left,92.80481437613506
112_3_1.pts,68,right,88.99484439530447
112_3_2.pts,68,left,92.74396319916939
112_3_2.pts,68,right,84.78087358629625
112_4_1.pts,68,left,92.10124736955399
112_4_1.pts,68,right,90.47329110172667
112_4_2.pts,68,left,90.13053970106672
112_4_2.pts,68,right,89.28588500180503
113_1_1.pts,68,left,97.88921505144936
113_1_1.pts,68,right,96.47978869662
113_1_2.pts,68,left,100.46431350719631
113_1_2.pts,68,right,92.26045997488734
113_2_1.pts,68,left,93.4257073580987
113_2_1.pts,68,right,90.8529140890496
113_2_2.pts,68,left,98.91425733670657
113_2_2.pts,68,right,91.83988583292967
113_3_1.pts,68,left,92.30158703643424
113_3_1.pts,68,right,74.64282921669182
113_3_2.pts,68,left,94.28785293701527
113_3_2.pts,68,right,89.81274445400891
113_4_1.pts,68,left,96.12070548259739
113_4_1.pts,68,right,87.09812171354662
113_4_2.pts,68,left,96.30658425988105
113_4_2.pts,68,right,87.87568839433223
114_1_1.pts,68,left,103.60627773155873
114_1_1.pts,68,right,96.2942100774727
114_1_2.pts,68,left,104.21135060072761
114_1_2.pts,68,right,92.41641722794719
114_2_1.pts,68,left,98.91509281716209
114_2_1.pts,68,right,89.5286278438976
114_2_2.pts,68,left,98.84513819452346
114_2_2.pts,68,right,89.59742900205214
114_3_1.pts,68,left,98.01811547418721
114_3_1.pts,68,right,88.20777385651571
114_3_2.pts,68,left,98.42821156586945
114_3_2.pts,68,right,88.29075061440783
114_4_1.pts,68,left,97.94568483490107
114_4_1.pts,68,right,89.25422308713966
114_4_2.pts,68,left,97.556188426209
114_4_2.pts,68,right,91.5054056159768
115_1_1.pts,68,left,102.3920822136925
115_1_1.pts,68,right,95.24446609252425
115_1_2.pts,68,left,100.78934513862178
115_1_2.pts,68,right,94.0145031565757
115_2_1.pts,68,left,99.37595200284737
115_2_1.pts,68,right,91.88056113388605
115_2_2.pts,68,left,97.97905142313728
115_2_2.pts,68,right,90.64708690361269
115_3_1.pts,68,left,98.64199690984114
115_3_1.pts,68,right,90.30366775004829
115_3_2.pts,68,left,98.73248851456026
115_3_2.pts,68,right,91.83756987097141
115_4_1.pts,68,left,97.90963159479134
115_4_1.pts,68,right,90.08956134006004
115_4_2.pts,68,left,98.93482637476833
115_4_2.pts,68,right,90.46399210628252
116_1_1.pts,68,left,100.79195508750247
116_1_1.pts,68,right,95.39214717417781
116_1_2.pts,68,left,102.01857253365954
116_1_2.pts,68,right,95.85431435980797
116_2_1.pts,68,left,97.32050743348552
116_2_1.pts,68,right,91.87464214246255
116_2_2.pts,68,left,96.54555916264502
116_2_2.pts,68,right,92.89832790819696
116_3_1.pts,68,left,96.99405176636122
116_3_1.pts,68,right,89.83067903577138
116_3_2.pts,68,left,94.95973686676656
116_3_2.pts,68,right,89.6098220586833
116_4_1.pts,68,left,102.21011667380202
116_4_1.pts,68,right,94.33922238817503
116_4_2.pts,68,left,102.31201569273829
116_4_2.pts,68,right,96.03853649519493
119_1_1.pts,68,left,99.64947640284475
119_1_1.pts,68,right,94.11220237110003
119_1_2.pts,68,left,98.65419979177551
119_1_2.pts,68,right,94.61912440308011
119_2_1.pts,68,left,97.63858665919713
119_2_1.pts,68,right,89.49360735720494
119_2_2.pts,68,left,98.4396898208633
119_2_2.pts,68,right,90.6894746889688
119_3_1.pts,68,left,100.00746095417075
119_3_1.pts,68,right,89.51581911176373
119_3_2.pts,68,left,99.33400906551479
119_3_2.pts,68,right,92.51563142112802
119_4_1.pts,68,left,100.11240951675272
119_4_1.pts,68,right,93.26615914756482
119_4_2.pts,68,left,99.49753284727437
119_4_2.pts,68,right,93.22754616587905
120_1_1.pts,68,left,108.94470911455744
120_1_1.pts,68,right,93.34627480991887
120_1_2.pts,68,left,109.86834774717622
120_1_2.pts,68,right,98.86912667890817
120_2_1.pts,68,left,108.074467373453
120_2_1.pts,68,right,100.04203210165106
120_2_2.pts,68,left,102.89143973261332
120_2_2.pts,68,right,101.94634290549881
120_3_1.pts,68,left,109.23501979880108
120_3_1.pts,68,right,91.82463095185544
120_3_2.pts,68,left,109.12450924428276
120_3_2.pts,68,right,102.3178331130231
120_4_1.pts,68,left,110.05878176696204
120_4_1.pts,68,right,84.60679721084927
120_4_2.pts,68,left,108.68024182895441
120_4_2.pts,68,right,101.18650945874379
121_1_1.pts,68,left,108.70449289753904
121_1_1.pts,68,right,99.46210561886816
121_1_2.pts,68,left,113.34273150101467
121_1_2.pts,68,right,100.35821813453487
121_2_1.pts,68,left,110.56824529498114
121_2_1.pts,68,right,98.40091768499929
121_2_2.pts,68,left,108.61275583491818
121_2_2.pts,68,right,98.11515139224025
121_3_1.pts,68,left,105.79307471519314
121_3_1.pts,68,right,94.72017522652945
121_3_2.pts,68,left,108.37275614311723
121_3_2.pts,68,right,97.34681556810163
121_4_1.pts,68,left,109.24109543573786
121_4_1.pts,68,right,93.72652419035688
121_4_2.pts,68,left,109.15111149444255
121_4_2.pts,68,right,98.3095115340095
122_1_1.pts,68,left,105.28017094744014
122_1_1.pts,68,right,103.37438750389556
122_1_2.pts,68,left,101.2667108795438
122_1_2.pts,68,right,100.93104495383089
122_2_1.pts,68,left,99.90856900533834
122_2_1.pts,68,right,100.23628610951118
122_2_2.pts,68,left,100.2591110088144
122_2_2.pts,68,right,100.9968365788971
122_3_1.pts,68,left,102.9825448641392
122_3_1.pts,68,right,99.21674131387525
122_3_2.pts,68,left,101.20695380272927
122_3_2.pts,68,right,97.78026291313141
122_4_1.pts,68,left,102.06234288972058
122_4_1.pts,68,right,99.74798315866957
122_4_2.pts,68,left,101.6808029625608
122_4_2.pts,68,right,99.20908662292767
123_1_1.pts,68,left,104.86860314129086
123_1_1.pts,68,right,94.6427756626933
123_1_2.pts,68,left,104.81149748596287
123_1_2.pts,68,right,95.96099537210709
123_2_1.pts,68,left,97.45446060596714
123_2_1.pts,68,right,91.54156391285385
123_2_2.pts,68,left,98.49504878616433
123_2_2.pts,68,right,90.73118613213676
123_3_1.pts,68,left,96.31783356059015
123_3_1.pts,68,right,88.47954292440207
123_3_2.pts,68,left,98.17709070475658
123_3_2.pts,68,right,90.10115126977502
123_4_1.pts,68,left,99.52175798984308
123_4_1.pts,68,right,90.74333364924269
123_4_2.pts,68,left,98.11839659083077
123_4_2.pts,68,right,87.77136480810681
124_1_1.pts,68,left,111.96449570746871
124_1_1.pts,68,right,98.61641977111228
124_1_2.pts,68,left,106.51324090094256
124_1_2.pts,68,right,97.22343108330989
124_2_1.pts,68,left,109.9411508047727
124_2_1.pts,68,right,99.52268357082666
124_2_2.pts,68,left,111.83080081210983
124_2_2.pts,68,right,99.8613269116506
124_3_1.pts,68,left,110.67849954322152
124_3_1.pts,68,right,101.67577453096793
124_3_2.pts,68,left,111.28629210297099
124_3_2.pts,68,right,99.18603028876821
124_4_1.pts,68,left,109.46025852157993
124_4_1.pts,68,right,97.64682956464983
124_4_2.pts,68,left,110.15079829286547
124_4_2.pts,68,right,99.80418841592328
125_1_1.pts,68,left,99.32599836928682
125_1_1.pts,68,right,90.53818170697684
125_1_2.pts,68,left,100.53374520251617
125_1_2.pts,68,right,88.88833761164126
125_2_1.pts,68,left,99.07156920854968
125_2_1.pts,68,right,91.50658448227156
125_2_2.pts,68,left,99.41825723930191
125_2_2.pts,68,right,91.43117142206538
125_3_1.pts,68,left,96.625457869549
125_3_1.pts,68,right,79.8692647026307
125_3_2.pts,68,left,97.03299322424077
125_3_2.pts,68,right,89.18213297407479
125_4_1.pts,68,left,101.16383946543787
125_4_1.pts,68,right,88.84144768068566
125_4_2.pts,68,left,101.25848277908487
125_4_2.pts,68,right,91.81193325004716
126_1_1.pts,68,left,98.48770712364171
126_1_1.pts,68,right,96.87325085445984
126_1_2.pts,68,left,98.62756184533586
126_1_2.pts,68,right,94.87030870292817
126_2_1.pts,68,left,103.49511287039383
126_2_1.pts,68,right,98.08984055134805
126_2_2.pts,68,left,104.18389780908778
126_2_2.pts,68,right,96.89991185209846
126_3_1.pts,68,left,102.26602764793834
126_3_1.pts,68,right,80.31692322882175
126_3_2.pts,68,left,103.23087752648858
126_3_2.pts,68,right,96.38306562488042
126_4_1.pts,68,left,100.78075870767418
126_4_1.pts,68,right,91.50253239498042
